2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.85,1.85,1.85,1.85
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.850000000000021,1.85000000000003,1.850000000000011,1.850000000000014
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.850000000340275,1.850000000493871,1.850000000179589,1.850000000236302
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.850000924971396,1.850001342493207,1.850000488179348,1.850000642341247
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.850423594749509,1.850614800712829,1.850223563895574,1.850294163020492
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,1.884058327983712,1.899431878809694,1.86797522865807,1.873651616655356
2.88,2.640000000000001,3.2,2.88,3.080000000000001,2.52,3.2,3.84,1.4,1.75,1.75,2.376196406064115,2.613715617134723,2.127714769867172,2.215414170877858
